filename,width,height,class,xmin,ymin,xmax,ymax
1.3.46.670589.11.8042.5.0.11880.2020062514125867793.jpg,240,240,passive,61,106,98,137
1.3.46.670589.11.8042.5.0.11880.2020062514125896794.jpg,240,240,passive,61,106,99,137
1.3.46.670589.11.8042.5.0.11880.2020062514125928795.jpg,240,240,passive,61,105,99,136
1.3.46.670589.11.8042.5.0.11880.2020062514125959796.jpg,240,240,passive,61,105,99,136
1.3.46.670589.11.8042.5.0.11880.2020062514125989797.jpg,240,240,passive,61,104,99,136
1.3.46.670589.11.8042.5.0.11880.2020062514130020798.jpg,240,240,passive,61,104,100,136
1.3.46.670589.11.8042.5.0.11880.2020062514130051799.jpg,240,240,passive,61,103,100,135
1.3.46.670589.11.8042.5.0.11880.2020062514130082800.jpg,240,240,passive,61,103,100,135
1.3.46.670589.11.8042.5.0.11880.2020062514130112801.jpg,240,240,passive,61,103,100,135
1.3.46.670589.11.8042.5.0.11880.2020062514130143802.jpg,240,240,passive,64,105,103,140
1.3.46.670589.11.8042.5.0.11880.2020062514130175803.jpg,240,240,passive,67,108,105,146
1.3.46.670589.11.8042.5.0.11880.2020062514130204804.jpg,240,240,passive,69,111,107,152
1.3.46.670589.11.8042.5.0.11880.2020062514130235805.jpg,240,240,passive,72,114,109,158
1.3.46.670589.11.8042.5.0.11880.2020062514130267806.jpg,240,240,passive,75,117,113,164
1.3.46.670589.11.8042.5.0.11880.2020062514130298807.jpg,240,240,passive,78,120,116,169
1.3.46.670589.11.8042.5.0.11880.2020062514130328808.jpg,240,240,passive,81,123,117,175
1.3.46.670589.11.8042.5.0.11880.2020062514130359809.jpg,240,240,passive,84,125,118,179
1.3.46.670589.11.8042.5.0.11880.2020062514130390810.jpg,240,240,passive,87,126,119,181
1.3.46.670589.11.8042.5.0.11880.2020062514130421811.jpg,240,240,passive,89,128,120,184
1.3.46.670589.11.8042.5.0.11880.2020062514130451812.jpg,240,240,passive,92,130,121,187
1.3.46.670589.11.8042.5.0.11880.2020062514130482813.jpg,240,240,passive,95,131,122,190
1.3.46.670589.11.8042.5.0.11880.2020062514130514814.jpg,240,240,passive,97,133,123,193
1.3.46.670589.11.8042.5.0.11880.2020062514130545815.jpg,240,240,passive,100,135,124,196
1.3.46.670589.11.8042.5.0.11880.2020062514130575816.jpg,240,240,passive,101,137,124,199
1.3.46.670589.11.8042.5.0.11880.2020062514130606817.jpg,240,240,passive,103,139,125,201
1.3.46.670589.11.8042.5.0.11880.2020062514130637818.jpg,240,240,passive,104,142,126,205
1.3.46.670589.11.8042.5.0.11880.2020062514130668819.jpg,240,240,passive,106,144,127,207
1.3.46.670589.11.8042.5.0.11880.2020062514130698820.jpg,240,240,passive,107,147,127,210
1.3.46.670589.11.8042.5.0.11880.2020062514130729821.jpg,240,240,passive,108,149,127,213
1.3.46.670589.11.8042.5.0.11880.2020062514130760822.jpg,240,240,passive,110,152,128,216
1.3.46.670589.11.8042.5.0.11880.2020062514130792823.jpg,240,240,passive,111,152,129,216
1.3.46.670589.11.8042.5.0.11880.2020062514130821824.jpg,240,240,passive,112,152,129,216
1.3.46.670589.11.8042.5.0.11880.2020062514130853825.jpg,240,240,passive,112,152,129,216
1.3.46.670589.11.8042.5.0.11880.2020062514130884826.jpg,240,240,passive,111,152,128,216
1.3.46.670589.11.8042.5.0.11880.2020062514130914827.jpg,240,240,passive,110,151,127,215
1.3.46.670589.11.8042.5.0.11880.2020062514130945828.jpg,240,240,passive,109,151,127,216
1.3.46.670589.11.8042.5.0.11880.2020062514130976829.jpg,240,240,passive,108,151,127,216
1.3.46.670589.11.8042.5.0.11880.2020062514131007830.jpg,240,240,passive,108,142,125,206
1.3.46.670589.11.8042.5.0.11880.2020062514131037831.jpg,240,240,passive,108,133,125,197
1.3.46.670589.11.8042.5.0.11880.2020062514131068832.jpg,240,240,passive,108,124,124,188
1.3.46.670589.11.8042.5.0.11880.2020062514131100833.jpg,240,240,passive,108,115,123,179
1.3.46.670589.11.8042.5.0.11880.2020062514131131834.jpg,240,240,passive,108,112,123,176
1.3.46.670589.11.8042.5.0.11880.2020062514131160835.jpg,240,240,passive,108,108,123,172
1.3.46.670589.11.8042.5.0.11880.2020062514131192836.jpg,240,240,passive,108,99,123,163
1.3.46.670589.11.8042.5.0.11880.2020062514131223837.jpg,240,240,passive,108,98,123,162
1.3.46.670589.11.8042.5.0.11880.2020062514131254838.jpg,240,240,passive,108,97,123,162
1.3.46.670589.11.8042.5.0.11880.2020062514131284839.jpg,240,240,passive,108,98,124,162
1.3.46.670589.11.8042.5.0.11880.2020062514131315840.jpg,240,240,passive,107,96,123,160
1.3.46.670589.11.8042.5.0.11880.2020062514131346841.jpg,240,240,passive,106,95,122,159
1.3.46.670589.11.8042.5.0.11880.2020062514131376842.jpg,240,240,passive,106,83,122,147
1.3.46.670589.11.8042.5.0.11880.2020062514131407843.jpg,240,240,passive,105,79,121,143
1.3.46.670589.11.8042.5.0.11880.2020062514131439844.jpg,240,240,passive,105,75,121,139
1.3.46.670589.11.8042.5.0.11880.2020062514131470845.jpg,240,240,passive,105,72,121,136
1.3.46.670589.11.8042.5.0.11880.2020062514131500846.jpg,240,240,passive,104,68,120,132
1.3.46.670589.11.8042.5.0.11880.2020062514131531847.jpg,240,240,passive,104,57,120,121
1.3.46.670589.11.8042.5.0.11880.2020062514131562848.jpg,240,240,passive,104,58,120,122
1.3.46.670589.11.8042.5.0.11880.2020062514131593849.jpg,240,240,passive,103,58,119,122
1.3.46.670589.11.8042.5.0.11880.2020062514131623850.jpg,240,240,passive,103,58,119,122
1.3.46.670589.11.8042.5.0.11880.2020062514131654851.jpg,240,240,passive,102,58,117,122
1.3.46.670589.11.8042.5.0.11880.2020062514131685852.jpg,240,240,passive,102,57,117,121
1.3.46.670589.11.8042.5.0.11880.2020062514131717853.jpg,240,240,passive,101,57,115,121
1.3.46.670589.11.8042.5.0.11880.2020062514131746854.jpg,240,240,passive,101,53,114,117
1.3.46.670589.11.8042.5.0.11880.2020062514131778855.jpg,240,240,passive,101,48,113,112
1.3.46.670589.11.8042.5.0.11880.2020062514131809856.jpg,240,240,passive,101,43,111,107
1.3.46.670589.11.8042.5.0.11880.2020062514131840857.jpg,240,240,passive,101,47,113,111
1.3.46.670589.11.8042.5.0.11880.2020062514131870858.jpg,240,240,passive,102,51,115,115
1.3.46.670589.11.8042.5.0.11880.2020062514131901859.jpg,240,240,passive,103,58,117,122
1.3.46.670589.11.8042.5.0.11880.2020062514131932860.jpg,240,240,passive,103,60,117,124
1.3.46.670589.11.8042.5.0.11880.2020062514131964861.jpg,240,240,passive,103,60,118,124
1.3.46.670589.11.8042.5.0.11880.2020062514131993862.jpg,240,240,passive,104,60,122,124
1.3.46.670589.11.8042.5.0.11880.2020062514132025863.jpg,240,240,passive,105,60,122,124
1.3.46.670589.11.8042.5.0.11880.2020062514132056864.jpg,240,240,passive,107,61,123,125
1.3.46.670589.11.8042.5.0.11880.2020062514132085865.jpg,240,240,passive,108,61,124,125
1.3.46.670589.11.8042.5.0.11880.2020062514132117866.jpg,240,240,passive,108,61,125,125
1.3.46.670589.11.8042.5.0.11880.2020062514132148867.jpg,240,240,passive,107,57,125,121
1.3.46.670589.11.8042.5.0.11880.2020062514132179868.jpg,240,240,passive,105,52,125,116
1.3.46.670589.11.8042.5.0.11880.2020062514132209869.jpg,240,240,passive,106,51,125,115
1.3.46.670589.11.8042.5.0.11880.2020062514132240870.jpg,240,240,passive,106,49,124,113
1.3.46.670589.11.8042.5.0.11880.2020062514132271871.jpg,240,240,passive,107,46,124,110
1.3.46.670589.11.8042.5.0.11880.2020062514132303872.jpg,240,240,passive,107,46,125,110
1.3.46.670589.11.8042.5.0.11880.2020062514132332873.jpg,240,240,passive,108,45,124,109
1.3.46.670589.11.8042.5.0.11880.2020062514132364874.jpg,240,240,passive,110,39,125,103
1.3.46.670589.11.8042.5.0.11880.2020062514132395875.jpg,240,240,passive,107,34,126,98
1.3.46.670589.11.8042.5.0.11880.2020062514132425876.jpg,240,240,passive,107,31,124,94
1.3.46.670589.11.8042.5.0.11880.2020062514132456877.jpg,240,240,passive,107,27,124,91
1.3.46.670589.11.8042.5.0.11880.2020062514132487878.jpg,240,240,passive,106,23,122,87
1.3.46.670589.11.8042.5.0.11880.2020062514132518879.jpg,240,240,passive,106,19,122,83
1.3.46.670589.11.8042.5.0.11880.2020062514132548880.jpg,240,240,passive,106,16,121,80
1.3.46.670589.11.8042.5.0.11880.2020062514132579881.jpg,240,240,passive,106,12,121,76
1.3.46.670589.11.8042.5.0.11880.2020062514132610882.jpg,240,240,passive,105,8,120,72
1.3.46.670589.11.8042.5.0.11880.2020062514132642883.jpg,240,240,passive,105,10,120,74
1.3.46.670589.11.8042.5.0.11880.2020062514132671884.jpg,240,240,passive,105,10,120,74
1.3.46.670589.11.8042.5.0.11880.2020062514132703885.jpg,240,240,passive,105,10,120,74
1.3.46.670589.11.8042.5.0.11880.2020062514132734886.jpg,240,240,passive,105,9,120,73
1.3.46.670589.11.8042.5.0.11880.2020062514132765887.jpg,240,240,passive,106,9,121,73
1.3.46.670589.11.8042.5.0.11880.2020062514132795888.jpg,240,240,passive,106,10,121,74
1.3.46.670589.11.8042.5.0.11880.2020062514132826889.jpg,240,240,passive,105,10,121,74
1.3.46.670589.11.8042.5.0.11880.2020062514132857890.jpg,240,240,passive,107,13,122,77
1.3.46.670589.11.8042.5.0.11880.2020062514132889891.jpg,240,240,passive,107,15,122,79
1.3.46.670589.11.8042.5.0.11880.2020062514132918892.jpg,240,240,passive,107,16,122,80
1.3.46.670589.11.8042.5.0.11880.2020062514132950893.jpg,240,240,passive,108,17,122,82
1.3.46.670589.11.8042.5.0.11880.2020062514132981894.jpg,240,240,passive,108,20,123,84
1.3.46.670589.11.8042.5.0.11880.2020062514133012895.jpg,240,240,passive,108,23,123,87
1.3.46.670589.11.8042.5.0.11880.2020062514133042896.jpg,240,240,passive,108,28,123,92
1.3.46.670589.11.8042.5.0.11880.2020062514133073897.jpg,240,240,passive,109,31,124,95
1.3.46.670589.11.8042.5.0.11880.2020062514133104898.jpg,240,240,passive,110,35,125,99
1.3.46.670589.11.8042.5.0.11880.2020062514133135899.jpg,240,240,passive,109,34,124,98
1.3.46.670589.11.8042.5.0.11880.2020062514133165900.jpg,240,240,passive,109,37,124,101
1.3.46.670589.11.8042.5.0.11880.2020062514133196901.jpg,240,240,passive,109,40,124,104
1.3.46.670589.11.8042.5.0.11880.2020062514133228902.jpg,240,240,passive,109,43,124,107
1.3.46.670589.11.8042.5.0.11880.2020062514133257903.jpg,240,240,passive,110,47,125,111
1.3.46.670589.11.8042.5.0.11880.2020062514133289904.jpg,240,240,passive,110,50,125,114
1.3.46.670589.11.8042.5.0.11880.2020062514133320905.jpg,240,240,passive,110,54,125,117
1.3.46.670589.11.8042.5.0.11880.2020062514133351906.jpg,240,240,passive,110,55,125,119
1.3.46.670589.11.8042.5.0.11880.2020062514133381907.jpg,240,240,passive,109,55,124,119
1.3.46.670589.11.8042.5.0.11880.2020062514133412908.jpg,240,240,passive,110,57,125,121
1.3.46.670589.11.8042.5.0.11880.2020062514133443909.jpg,240,240,passive,109,60,124,124
